A1413,11.05Z,CDI,78586,Assistant Brasseur (H/F),LES BRASSEURS DU VAL DE SEINE,2025-01-08T16:56:48.345Z,Horaire de 11.88 Euros sur 12 mois None None None,|Dans le cadre de vos missions vous aurez à :  - Nettoyage des cuves, fûts et matériels nécessaires à la préparation des bières - Enfûtage - Accompagner l'embouteillage en toute bienveillance auprès de personnes en situation de handicap  - Assurer l'organisation amont d'un brassage et le rangement de l'espace de travail - Organisation des espaces de stockage - Nettoyage des sols  Vos missions seront amenées à évoluer avec le temps pour une participation plus importante dans le brassage jusqu'à l'élaboration de nouvelles recettes...  Lundi au mercredi 9h30 - 17h30 avec pause méridienne (1h)|
A1413,01.21Z,CDI,41164,Responsable Chai (H/F),SCEA MD,2025-01-03T15:02:46.717Z,None Salaire selon profil Autre None,|Rattaché(e) au responsable d'exploitation, le Responsable de Chai a pour objectif d'assurer les étapes de vinification du vin tout en étant polyvalent sur le domaine.  Missions  - Travailler et conditionner le vin en cave : - Réalisation des opérations de vinification (assemblage, mesure du taux d'alcool, filtration...) ; - Tests de contrôle (chimiques, sensoriels, ...) de maturité de fruits ; - Embouteillage et conditionnement (étiquetage, emballage, palettisation, .) des produits ; - Suivie de l'état des stocks, identification des besoins en approvisionnement et commandes. Préparer les expéditions : - Chargement des camions si nécessaire. - Vous possédez un certiphyto décideur   - Prise de poste immédiate possible |
A1413,11.01Z,CDI,17283,Chef de cave (H/F),DISTILLERIE DE LA TOUR,2024-12-17T11:52:17.299Z,Annuel de 33000.0 Euros à 35000.0 Euros sur 13.0 mois None Mutuelle Chèque repas,|Dans le cadre d'un renouvellement de poste, DISTILLERIE DE LA TOUR recrute pour activité vins, au chail à Pons : un(e) Chef de cave (H/F)   ** Poste et missions : Rattaché(e) à la Direction Vins, vous prendrez en charge en autonomie les missions suivantes :  - Vinification (Moûts et vendanges) : Réceptionner les moûts et la vendange, prélever des échantillons pour analyse, assurer le suivi et le contrôle des fermentations, assurer l'enregistrement des entrées mouts, vendanges / vins, enregistrer les mouvements de la cave ainsi que le suivi des produits œnologiques  - Elevage et traitement des vins : Soutirage, pompage, collage et traitements, centrifugation, assemblage, réfrigération et filtration sur terre  - Préparer et entretenir le matériel de cave et des locaux, solliciter l'intervention du service maintenance si nécessaire  - Dépoter et charger les citernes de transports  - Transmettre à la Régie les informations nécessaires à l'établissement des documents douaniers  - Etablir et rédiger les documents journaliers permettant la traçabilité des opérations  - Etablir et renseigner un état de stocks vins et produits œnologiques  - Assurer le prélèvement du Syndicat « Vins de Pays »  - Être garant d'une production de qualité et du respect des consignes de sécurité  - Manager l'équipe de saisonniers pendant les vendanges   **Profil : Issu(e) d'une formation BTS Viti-œnologie, vous justifiez d'une expérience de 2 à 5 ans sur le même type de poste. Vous disposez de très bonnes connaissances dans le domaine du vin. Rigoureux, méthodique et soigneux, votre êtes reconnu pour vos qualités d'organisation.  Vous êtes une personne autonome, dynamique et réactive et savez prendre des initiatives. Vous disposez d'une bonne condition physique pour manipuler des charges et travailler en environnement extérieur. Vertige, claustrophobie, allergie au souffre s'abstenir.   Contrat : CDI , 37h/semaine avec RTT Rémunération : 33-35 KE sur 13 mois selon profil + Chèques déjeuner.  Si vous cherchez à évoluer dans un environnement stimulant et collaboratif..............., postulez dès maintenant afin de rejoindre une équipe dynamique et passionnée.|
A1413,78.30Z,CDI,14659,Maître / Maîtresse de chai (H/F),GROUPEMENT D'EMPLOYEURS AGRICOLES DEPART,2024-12-11T08:35:19.743Z,Horaire de 15.0 Euros None CE Mutuelle,|Le GE14 (Groupement d'employeurs agricoles du Calvados), acteur majeur de l'emploi agricole dans le Calvados, fort de ses 250 salariés mensuellement mis à disposition dans près de 300 exploitations du département, a pour rôle de pallier le manque de main d'œuvre et de proposer de l'emploi partagé. Nous nous chargeons de toutes les démarches liées aux ressources humaines : missions administratives, juridiques, sociales, conseil en RH...  - Cette offre est une prestation de recrutement. L'embauche se fera directement par l'agriculteur et non par le Groupement d'Employeurs -  Un de nos adhérents, situé sur le secteur de Saint Sylvain, recherche un(e) maitre(sse) de chai. Le(a) salarié(e) sera embauché(e) en CDI à temps plein (35 heures par semaine). Le travail s'effectue du lundi au vendredi (pas de travail le week-end). Les horaires seront à définir avec l'exploitant. Le poste est à pourvoir à partir du 03/03/2025.  L'exploitation est une ferme cidricole familiale en production biologique. Elle est basée sur 50 hectares de terre depuis plus de 50 ans, soit 9 000 arbres plantés, 21 ha de vergers et 15 variétés de pommes.  Vos missions seront les suivantes :  - Vous participerez au pressage des pommes et au suivi du verger (des phases de taille jusqu'au ramassage),  - Vous assurerez le suivi de la fermentation des cuvées de cidre et de la qualité, - Vous aurez en charge la gestion des labels (bio & biodynamie)  - Vous assurerez le suivi de la traçabilité et des analyses,  - Vous devrez effectuer le suivi des alcools (déclaration mensuelle) - Vous utiliserez du matériel (type centrifugeuse, filtre Kieselguhr). - Vous participerez à des salons et à leur préparation - Vous devrez manager une équipe de 2 personnes (organisation de la journée, gestion des priorités...)  Pour ce poste, vous devez être autonome, rigoureux, organisé et avoir le sens du relationnel. La maitrise du pack office, une expérience de 3 ans minimum ainsi que la maitrise de l'anglais sont obligatoires pour ce poste.  Le salaire est à définir en fonction du profil et de son expérience. (Minimum 15€ bruts/heure soit 2300€ bruts mensuels)  Si nous êtes intéressé(e), n'hésitez pas à postuler !|
A1413,11.05Z,CDI,56186,Brasseur / Brasseuse de bière (H/F),BRASSERIE DE LA PRESQU'ILE,2024-12-08T21:20:41.210Z,Mensuel de 2300.0 Euros à 3200.0 Euros sur 12.0 mois None None None,|À propos de nous : La Brasserie de la Presqu'île de Quiberon élabore des bières artisanales depuis 11 ans, disponible en fûts inox de 20 et 30L, ainsi qu'en bouteilles de 33 et 75cl.  Votre mission : Brassage : préparation des brassins selon les recettes. Suivi : fermentation, contrôle qualité, et conditionnement. Maintenance : nettoyage des équipements et entretien courant. Contribution : participation au développement et à l'innovation de la gamme.  Profil recherché : Expérience significative dans le brassage professionnel Autonomie impérative sur la partie brassage et la partie contrôle qualité, car vous serez seul(e) sur la partie production. Passion, rigueur et autonomie. Esprit d'équipe et attention aux détails.|
A1413,01.21Z,CDI,84089,Chef de cave (H/F),DOMAINE SAINT JEAN,2024-12-04T16:57:32.998Z,Annuel de 30000.0 Euros à 36000.0 Euros sur 12.0 mois None Mutuelle Mobile,|Nous recherchons un Chef caviste ou une Cheffe caviste passionné(e) par l'univers du vin. Vous serez en charge de de l'ensemble du processus d'élaboration des vins et veille à l'amélioration constante de la qualité , assure la traçabilité et le respect des différents cahiers des charges. Votre expertise et votre sens du service seront des atouts précieux pour offrir une expérience inoubliable à nos clients.  AU CHAI Participer à la réception de la vendange Assurer le bon déroulement par des contrôles et des dégustations régulières et la prise d'échantillon pour les analyses par le laboratoire . Elaborer les cuvées avec le directeur technique et l'œnologue conseil (assemblage, filtrations, .) Préparer les vins en vue de la mise en bouteille Réaliser et contrôler l'élevage des vins en amphore et en barrique Réaliser les opérations de nettoyage et veiller à l'hygiène du chai   CONDITIONNEMENT Organiser avec notre prestataire les mises en bouteille (planning de mise en bouteille, contrôle et saisi sur le logiciel ISAVIGNE...) Réaliser les appros de matières sèches et gérer le stock sur ISACUVE Réaliser les étiquetages Assurer la préparation des commandes pour les clients Assurer la bonne tenue du stock produit fini  ADMINISTRATION ET CERTIFICATIONS Appliquer les référentiels qualité et les différents cahiers des charges HVE, Bio, méthodes nature... Assurer rigoureusement la traçabilité (HACCP) et le reporting sur ISACUVE  PROFIL Expérience de minimum 3 ans sur un poste similaire. Capacité à travailler en équipe tout en étant autonome dans vos missions Passion pour le vin et désir d'apprendre davantage sur les différents cépages et régions viticoles La maitrise de l'anglais serait un plus  Si vous êtes motivé(e) par le monde du vin et que vous souhaitez rejoindre une équipe dynamique, n'hésitez pas à postuler !s ravis d'accueillir votre candidature.|
A1413,47.11F,CDI,69384,Chef de cave H/F,,2024-11-25T23:25:07.007Z,Mensuel de 1900.0 Euros à 2100.0 Euros sur 13.0 mois None CE Chèque repas,Vos missions :  Mise en rayons  Propreté du rayons  Réceptions des produits  Connaissance en vins et bières 
A1413,11.05Z,CDI,14281,Brasseur / Brasseuse de bière (H/F),LA FORT MIGNONNE BRASSERIE,2024-11-22T14:08:12.373Z,None Selon expérience et/ou formation Autre None,|La Fort Mignonne Brasserie, microbrasserie située en Normandie, recrute un(e) responsable de production en CDI.  Vos responsabilités : - assurer l'ensemble de la production (brassage - fermentation - dry hoping - conditionnement fûts et bouteilles) tout en respectant la qualité des produits - gérer les plannings de production avec le gérant - gérer les commandes et approvisionnements des matières premières et produits consommables utilisés pour la production - gérer les entretiens et la maintenance du matériel de production  Profil brasserie : brassage 10 hl, fermenteurs ISO 6 x 5 hl, embouteillage et enfûtage ISO Profil candidat(e) : formation et/ou expérience en brassage, rigueur sur le suivi de la production et le contrôle qualité, permis B obligatoire.  Si le poste vous intéresse, n'hésitez pas à envoyer un CV et une lettre de motivation.|
A1413,46.34Z,CDI,65168,responsable exploitation h/f,,2024-10-10T12:15:15.576Z,None selon profil et competences Autre None,|Au sein d une cave vous aurez en charge la gestion des commandes et livraison auprès des clients professionnels et particuliers , organisation des tournées , vérification des chargements, gestion des machines, gestion de la flotte des véhicules, gestion des plannings de l'équipe. Une connaissance du domaine de la brasserie est indispensable. |
A1413,,CDI,,Maître / Maîtresse de chai (H/F),,2025-01-08T14:29:02.000Z,None None None None,|Le Château des Bormettes, domaine familial centenaire de 10 salariés, certifié HVE 3 depuis 2021, et exploitant avec passion un vignoble de 72 hectares face à la Méditerranée sur le terroir exceptionnel de La Londe-les-Maures, dans le Var (83), recherche un/une Maître de Chai (H/F). Polyvalent(e), vos missions principales seront les suivantes :      Vinification    Participer activement au bon déroulement des opérations en cave durant toute la période des vendanges :      Ajout d'antioxydant à la réception du raisin     Ajout de solution P18 SO² en fonction du tonnage     Gestion des cycles de pressurage     Gestion de la durée de macération     Séparation des jus selon couleurs et des cépages     Protection des mouts avec carboglace     Débourbage     Stabulation     Acidification selon profil du mout     Inertage N² dans les phases de latence.     Charbonnage des presses dans le respect de la limite légale     Levurage     Apport organique ou minéral selon le mout     Oxygénation pour favoriser les thiols     Suivi de la dynamique des vinifications, gestion des FA     Nutrition et détoxification des levures     Gestion des pieds de cuves     Gestion des températures selon levure et dynamique des vins     Sulfitage après fermentation alcoolique sur rosés et blancs     Remontage (rouges)     Entonnage     Soutirage     Travail sur lies fines     Stabilisation des vins     Participation aux décisions d'assemblage des vins           Traçabilité et Hygiène       Tenir le registre de cave et s'assurer de bien lister les manipulations concernant les acidifications     Gestion du registre de charbon nologique     Gestion de la traçabilité, en binôme avec le Chef de culture et à vérifier avant les audits AVPI et la déclaration de récolte     Nettoyage de la cave           Stratégie et pilotage du travail en cave       Organisation du travail en cave selon calendrier technique et commercial (management de l'Aide-Caviste)     Livraison des échantillons au laboratoire     Dégustation des cuves et surveillance organoleptique     Respect des cahiers des charges Côtes de Provence et Côtes de Provence La Londe     Alerter sur les urgences ou les anomalies     Proposition de nouvelles techniques nologiques     Tour de cave à réaliser tous les trimestres     Ouillages des fûts dans notre cave voûtée du 17ème siècle     Achat de fûts selon les besoins / en coordination avec la direction commerciale     Commande des produits nologiques et adaptation des produits selon le profil des vins recherchés par nos clients (travail en lien avec la direction commerciale)     Vérification de l'entretien de la cave (matériels), et gestion des contrats d'entretien avec nos prestataires           Gestion des matières sèches et des mises en bouteilles       Quantifier les besoins en matières sèches une fois par an, en lien avec la Direction commerciale et nos partenaires, négocier les prix et gérer les commandes, la validation des BAG.     Faire un inventaire régulier des matières sèches et anticiper les ruptures     Consulter le plan de mise communiqué par la Directrice commerciale     Organisation de la mise en bouteille selon les conditions de mise (camion ou mobile)     S'assurer de la bonne application des consignes au chef de ligne, vérifier étiquettes, contre étiquettes, cartons, marquage carton, intercalaire, numéro de lot, palettisation, type de palette, serrage du film.     Conduite du Fenwick pour le rangement des palettes     Optimisation de l'espace de rangement en coordination avec la responsable ADV et le Cariste           Préparation des vins avant mises en bouteille, en coordination avec la Direction commerciale       Collage     Sulfitage     Filtration selon Indice de colmatage et profil du vin recherché (filtration plaque et tangentielle)    Passionné du vin, curieux, vous savez travailler en autonomie.   Consciencieux et rigoureux, vous avez un sens de lâorganisation avéré et une grande capacité de polyvalence.   On vous reconnaît également par vos qualités de communicant et votre aptitude à travailler en équipe, en sachant faire des propositions basées sur vos expériences et votre savoir-faire.|
